Path,Line Coverage,Function Coverage,Region Coverage
src/c-blosc2/internal-complibs/zstd-1.4.9/common/entropy_common.c,51.72% (105/203),31.25% (5/16),37.43% (70/187)
src/c-blosc2/internal-complibs/zstd-1.4.9/common/error_private.c,0.00% (0/36),0.00% (0/1),0.00% (0/58)
src/c-blosc2/internal-complibs/zstd-1.4.9/common/error_private.h,40.00% (2/5),66.67% (2/3),88.89% (8/9)
src/c-blosc2/internal-complibs/zstd-1.4.9/common/fse.h,0.00% (0/86),0.00% (0/12),0.00% (0/18)
src/c-blosc2/internal-complibs/zstd-1.4.9/common/fse_decompress.c,0.00% (0/219),0.00% (0/15),0.00% (0/209)
src/c-blosc2/internal-complibs/zstd-1.4.9/common/mem.h,20.55% (30/146),40.00% (12/30),37.04% (20/54)
src/c-blosc2/internal-complibs/zstd-1.4.9/common/pool.c,0.00% (0/31),0.00% (0/7),0.00% (0/13)
src/c-blosc2/internal-complibs/zstd-1.4.9/common/xxhash.c,2.33% (10/429),2.44% (1/41),1.26% (3/239)
src/c-blosc2/internal-complibs/zstd-1.4.9/common/zstd_common.c,48.15% (13/27),44.44% (4/9),36.67% (11/30)
src/c-blosc2/internal-complibs/zstd-1.4.9/common/zstd_internal.h,31.07% (32/103),42.86% (3/7),56.10% (23/41)
src/c-blosc2/internal-complibs/zstd-1.4.9/common/zstd_trace.c,25.00% (4/16),25.00% (1/4),25.00% (1/4)
src/c-blosc2/internal-complibs/zstd-1.4.9/compress/fse_compress.c,0.00% (0/424),0.00% (0/20),0.00% (0/424)
src/c-blosc2/internal-complibs/zstd-1.4.9/compress/hist.c,0.00% (0/98),0.00% (0/7),0.00% (0/82)
src/c-blosc2/internal-complibs/zstd-1.4.9/compress/huf_compress.c,0.00% (0/479),0.00% (0/31),0.00% (0/471)
src/c-blosc2/internal-complibs/zstd-1.4.9/compress/zstd_compress.c,0.00% (0/3445),0.00% (0/184),0.00% (0/4627)
src/c-blosc2/internal-complibs/zstd-1.4.9/compress/zstd_compress_internal.h,0.00% (0/487),0.00% (0/42),0.00% (0/263)
src/c-blosc2/internal-complibs/zstd-1.4.9/compress/zstd_compress_literals.c,0.00% (0/113),0.00% (0/3),0.00% (0/90)
src/c-blosc2/internal-complibs/zstd-1.4.9/compress/zstd_compress_sequences.c,0.00% (0/274),0.00% (0/12),0.00% (0/305)
src/c-blosc2/internal-complibs/zstd-1.4.9/compress/zstd_compress_superblock.c,0.00% (0/556),0.00% (0/14),0.00% (0/483)
src/c-blosc2/internal-complibs/zstd-1.4.9/compress/zstd_cwksp.h,0.00% (0/308),0.00% (0/27),0.00% (0/127)
src/c-blosc2/internal-complibs/zstd-1.4.9/compress/zstd_double_fast.c,0.00% (0/398),0.00% (0/6),0.00% (0/277)
src/c-blosc2/internal-complibs/zstd-1.4.9/compress/zstd_fast.c,0.00% (0/366),0.00% (0/7),0.00% (0/208)
src/c-blosc2/internal-complibs/zstd-1.4.9/compress/zstd_lazy.c,0.00% (0/990),0.00% (0/33),0.00% (0/682)
src/c-blosc2/internal-complibs/zstd-1.4.9/compress/zstd_ldm.c,0.00% (0/433),0.00% (0/19),0.00% (0/293)
src/c-blosc2/internal-complibs/zstd-1.4.9/compress/zstd_opt.c,0.00% (0/877),0.00% (0/33),0.00% (0/662)
src/c-blosc2/internal-complibs/zstd-1.4.9/decompress/huf_decompress.c,0.00% (0/711),0.00% (0/52),0.00% (0/673)
src/c-blosc2/internal-complibs/zstd-1.4.9/decompress/zstd_ddict.c,55.15% (75/136),61.54% (8/13),39.84% (51/128)
src/c-blosc2/internal-complibs/zstd-1.4.9/decompress/zstd_decompress.c,21.83% (317/1452),23.08% (21/91),11.87% (272/2291)
src/c-blosc2/internal-complibs/zstd-1.4.9/decompress/zstd_decompress_block.c,68.04% (596/876),65.62% (21/32),50.71% (501/988)
src/c-blosc2/internal-complibs/zstd-1.4.9/dictBuilder/cover.c,0.00% (0/786),0.00% (0/35),0.00% (0/661)
src/c-blosc2/internal-complibs/zstd-1.4.9/dictBuilder/divsufsort.c,0.00% (0/1248),0.00% (0/38),0.00% (0/1523)
src/c-blosc2/internal-complibs/zstd-1.4.9/dictBuilder/fastcover.c,0.00% (0/430),0.00% (0/12),0.00% (0/449)
src/c-blosc2/internal-complibs/zstd-1.4.9/dictBuilder/zdict.c,0.00% (0/729),0.00% (0/28),0.00% (0/749)
src/c-blosc2/tests/fuzz/fuzz_decompress_frame.c,100.00% (33/33),100.00% (1/1),100.00% (15/15)
Totals,14.47% (4733/32707),15.82% (233/1473),12.41% (3908/31489)
